index,Location,FIPS,Category,Mortality Rate,Year,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,9.91,2005,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,12.54,2005,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,2.13,2005,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,1.82,2005,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,1.06,2005,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,2.22,2005,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,0.79,2005,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,1.95,2005,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,1,2005,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,1.58,2005,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,1.06,2005,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,0.85,2005,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,2.04,2005,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,1.11,2005,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,1.64,2005,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.4,2005,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,1.76,2005,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.26,2005,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,2,2005,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,1.79,2005,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,2.46,2005,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,1.55,2005,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,1,2005,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,0.94,2005,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,1.74,2005,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,1.12,2005,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,1.88,2005,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,1.78,2005,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,1.74,2005,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.49,2005,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,1.38,2005,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,1.42,2005,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1.19,2005,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,1.57,2005,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.68,2005,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,1.83,2005,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.46,2005,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,1.79,2005,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,1.89,2005,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.24,2005,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,1.2,2005,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,0.85,2005,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,2.18,2005,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.31,2005,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,2.07,2005,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,2.05,2005,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,2.01,2005,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,1.65,2005,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,1.64,2005,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.24,2005,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,1.76,2005,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.39,2005,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,1.96,2005,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,26.49,2005,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,28.59,2005,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,28.37,2005,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,25.86,2005,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,18.36,2005,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,23.65,2005,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,13.9,2005,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,19.16,2005,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,40.85,2005,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,21.68,2005,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,21.14,2005,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,16.12,2005,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,21.34,2005,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,17.79,2005,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,20.61,2005,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,14.52,2005,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,19.17,2005,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,21.1,2005,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,26.41,2005,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,16.41,2005,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,26.68,2005,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,13.67,2005,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,20.53,2005,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,14.72,2005,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,24.85,2005,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,22.28,2005,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,25.97,2005,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,16.17,2005,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,31.77,2005,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,15.4,2005,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,13.31,2005,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,29.17,2005,,,,,,,,,,,,,
56159,New York,36,Self-harm and interpersonal violence,14.07,2005,,,,,,,,,,,,,
56222,North Carolina,37,Self-harm and interpersonal violence,20.7,2005,,,,,,,,,,,,,
56323,North Dakota,38,Self-harm and interpersonal violence,16.25,2005,,,,,,,,,,,,,
56377,Ohio,39,Self-harm and interpersonal violence,18.44,2005,,,,,,,,,,,,,
56466,Oklahoma,40,Self-harm and interpersonal violence,24.46,2005,,,,,,,,,,,,,
56544,Oregon,41,Self-harm and interpersonal violence,21.04,2005,,,,,,,,,,,,,
56581,Pennsylvania,42,Self-harm and interpersonal violence,19.5,2005,,,,,,,,,,,,,
56649,Rhode Island,44,Self-harm and interpersonal violence,16.31,2005,,,,,,,,,,,,,
56655,South Carolina,45,Self-harm and interpersonal violence,22.66,2005,,,,,,,,,,,,,
56702,South Dakota,46,Self-harm and interpersonal violence,18.81,2005,,,,,,,,,,,,,
56769,Tennessee,47,Self-harm and interpersonal violence,24.78,2005,,,,,,,,,,,,,
56865,Texas,48,Self-harm and interpersonal violence,19.98,2005,,,,,,,,,,,,,
57120,Utah,49,Self-harm and interpersonal violence,26.69,2005,,,,,,,,,,,,,
57150,Vermont,50,Self-harm and interpersonal violence,17.32,2005,,,,,,,,,,,,,
57165,Virginia,51,Self-harm and interpersonal violence,18.79,2005,,,,,,,,,,,,,
57299,Washington,53,Self-harm and interpersonal violence,18.76,2005,,,,,,,,,,,,,
57339,West Virginia,54,Self-harm and interpersonal violence,22.72,2005,,,,,,,,,,,,,
57395,Wisconsin,55,Self-harm and interpersonal violence,16.98,2005,,,,,,,,,,,,,
57468,Wyoming,56,Self-harm and interpersonal violence,24.78,2005,,,,,,,,,,,,,
60687,Alabama,1,Transport injuries,29.49,2005,,,,,,,,,,,,,
60755,Alaska,2,Transport injuries,22.63,2005,,,,,,,,,,,,,
60785,Arizona,4,Transport injuries,22.32,2005,,,,,,,,,,,,,
60801,Arkansas,5,Transport injuries,28.02,2005,,,,,,,,,,,,,
60877,California,6,Transport injuries,14.51,2005,,,,,,,,,,,,,
60936,Colorado,8,Transport injuries,17.1,2005,,,,,,,,,,,,,
61001,Connecticut,9,Transport injuries,11.73,2005,,,,,,,,,,,,,
61010,Delaware,10,Transport injuries,17.5,2005,,,,,,,,,,,,,
61014,District of Columbia,11,Transport injuries,11.94,2005,,,,,,,,,,,,,
61016,Florida,12,Transport injuries,21.34,2005,,,,,,,,,,,,,
61084,Georgia,13,Transport injuries,22.26,2005,,,,,,,,,,,,,
61244,Hawaii,15,Transport injuries,12.97,2005,,,,,,,,,,,,,
61250,Idaho,16,Transport injuries,22.17,2005,,,,,,,,,,,,,
61295,Illinois,17,Transport injuries,14.08,2005,,,,,,,,,,,,,
61398,Indiana,18,Transport injuries,17.97,2005,,,,,,,,,,,,,
61491,Iowa,19,Transport injuries,17.24,2005,,,,,,,,,,,,,
61591,Kansas,20,Transport injuries,20.1,2005,,,,,,,,,,,,,
61697,Kentucky,21,Transport injuries,24.41,2005,,,,,,,,,,,,,
61818,Louisiana,22,Transport injuries,24.62,2005,,,,,,,,,,,,,
61883,Maine,23,Transport injuries,17.15,2005,,,,,,,,,,,,,
61900,Maryland,24,Transport injuries,14.26,2005,,,,,,,,,,,,,
61925,Massachusetts,25,Transport injuries,9.53,2005,,,,,,,,,,,,,
61940,Michigan,26,Transport injuries,15.4,2005,,,,,,,,,,,,,
62024,Minnesota,27,Transport injuries,14.57,2005,,,,,,,,,,,,,
62112,Mississippi,28,Transport injuries,33.36,2005,,,,,,,,,,,,,
62195,Missouri,29,Transport injuries,21.16,2005,,,,,,,,,,,,,
62311,Montana,30,Transport injuries,27.36,2005,,,,,,,,,,,,,
62368,Nebraska,31,Transport injuries,18.31,2005,,,,,,,,,,,,,
62462,Nevada,32,Transport injuries,19.74,2005,,,,,,,,,,,,,
62480,New Hampshire,33,Transport injuries,13.22,2005,,,,,,,,,,,,,
62491,New Jersey,34,Transport injuries,11.35,2005,,,,,,,,,,,,,
62513,New Mexico,35,Transport injuries,26.4,2005,,,,,,,,,,,,,
62547,New York,36,Transport injuries,10.66,2005,,,,,,,,,,,,,
62610,North Carolina,37,Transport injuries,21.74,2005,,,,,,,,,,,,,
62711,North Dakota,38,Transport injuries,19.67,2005,,,,,,,,,,,,,
62765,Ohio,39,Transport injuries,15.03,2005,,,,,,,,,,,,,
62854,Oklahoma,40,Transport injuries,25.45,2005,,,,,,,,,,,,,
62932,Oregon,41,Transport injuries,16.47,2005,,,,,,,,,,,,,
62969,Pennsylvania,42,Transport injuries,15.22,2005,,,,,,,,,,,,,
63037,Rhode Island,44,Transport injuries,10.47,2005,,,,,,,,,,,,,
63043,South Carolina,45,Transport injuries,27.02,2005,,,,,,,,,,,,,
63090,South Dakota,46,Transport injuries,23.81,2005,,,,,,,,,,,,,
63157,Tennessee,47,Transport injuries,24.49,2005,,,,,,,,,,,,,
63253,Texas,48,Transport injuries,20.45,2005,,,,,,,,,,,,,
63508,Utah,49,Transport injuries,16.86,2005,,,,,,,,,,,,,
63538,Vermont,50,Transport injuries,15.37,2005,,,,,,,,,,,,,
63553,Virginia,51,Transport injuries,15.37,2005,,,,,,,,,,,,,
63687,Washington,53,Transport injuries,14.28,2005,,,,,,,,,,,,,
63727,West Virginia,54,Transport injuries,25.28,2005,,,,,,,,,,,,,
63783,Wisconsin,55,Transport injuries,16.05,2005,,,,,,,,,,,,,
63856,Wyoming,56,Transport injuries,28.21,2005,,,,,,,,,,,,,
19165,Alabama,1,Neurological disorders,116.86,2010,,,,,,,,,,,,,
19233,Alaska,2,Neurological disorders,101.89,2010,,,,,,,,,,,,,
19263,Arizona,4,Neurological disorders,95.91,2010,,,,,,,,,,,,,
19279,Arkansas,5,Neurological disorders,96.8,2010,,,,,,,,,,,,,
19355,California,6,Neurological disorders,79.11,2010,,,,,,,,,,,,,
19414,Colorado,8,Neurological disorders,105.43,2010,,,,,,,,,,,,,
19479,Connecticut,9,Neurological disorders,84.53,2010,,,,,,,,,,,,,
19488,Delaware,10,Neurological disorders,96.02,2010,,,,,,,,,,,,,
19492,District of Columbia,11,Neurological disorders,68.45,2010,,,,,,,,,,,,,
19494,Florida,12,Neurological disorders,83.06,2010,,,,,,,,,,,,,
19562,Georgia,13,Neurological disorders,111.4,2010,,,,,,,,,,,,,
19722,Hawaii,15,Neurological disorders,77.9,2010,,,,,,,,,,,,,
19728,Idaho,16,Neurological disorders,108.51,2010,,,,,,,,,,,,,
19773,Illinois,17,Neurological disorders,87.83,2010,,,,,,,,,,,,,
19876,Indiana,18,Neurological disorders,101.15,2010,,,,,,,,,,,,,
19969,Iowa,19,Neurological disorders,98.03,2010,,,,,,,,,,,,,
20069,Kansas,20,Neurological disorders,101.2,2010,,,,,,,,,,,,,
20175,Kentucky,21,Neurological disorders,107.24,2010,,,,,,,,,,,,,
20296,Louisiana,22,Neurological disorders,103.77,2010,,,,,,,,,,,,,
20361,Maine,23,Neurological disorders,113.82,2010,,,,,,,,,,,,,
20378,Maryland,24,Neurological disorders,93.39,2010,,,,,,,,,,,,,
20403,Massachusetts,25,Neurological disorders,103.38,2010,,,,,,,,,,,,,
20418,Michigan,26,Neurological disorders,92.68,2010,,,,,,,,,,,,,
20502,Minnesota,27,Neurological disorders,115.06,2010,,,,,,,,,,,,,
20590,Mississippi,28,Neurological disorders,95.62,2010,,,,,,,,,,,,,
20673,Missouri,29,Neurological disorders,98.33,2010,,,,,,,,,,,,,
20789,Montana,30,Neurological disorders,106.02,2010,,,,,,,,,,,,,
20846,Nebraska,31,Neurological disorders,101.01,2010,,,,,,,,,,,,,
20940,Nevada,32,Neurological disorders,85.79,2010,,,,,,,,,,,,,
20958,New Hampshire,33,Neurological disorders,101.91,2010,,,,,,,,,,,,,
20969,New Jersey,34,Neurological disorders,74.35,2010,,,,,,,,,,,,,
20991,New Mexico,35,Neurological disorders,88.48,2010,,,,,,,,,,,,,
21025,New York,36,Neurological disorders,56.47,2010,,,,,,,,,,,,,
21088,North Carolina,37,Neurological disorders,112.38,2010,,,,,,,,,,,,,
21189,North Dakota,38,Neurological disorders,95.86,2010,,,,,,,,,,,,,
21243,Ohio,39,Neurological disorders,106.36,2010,,,,,,,,,,,,,
21332,Oklahoma,40,Neurological disorders,101.47,2010,,,,,,,,,,,,,
21410,Oregon,41,Neurological disorders,116.6,2010,,,,,,,,,,,,,
21447,Pennsylvania,42,Neurological disorders,91.68,2010,,,,,,,,,,,,,
21515,Rhode Island,44,Neurological disorders,98.89,2010,,,,,,,,,,,,,
21521,South Carolina,45,Neurological disorders,124.1,2010,,,,,,,,,,,,,
21568,South Dakota,46,Neurological disorders,87.13,2010,,,,,,,,,,,,,
21635,Tennessee,47,Neurological disorders,109.77,2010,,,,,,,,,,,,,
21731,Texas,48,Neurological disorders,100.51,2010,,,,,,,,,,,,,
21986,Utah,49,Neurological disorders,106.69,2010,,,,,,,,,,,,,
22016,Vermont,50,Neurological disorders,107.03,2010,,,,,,,,,,,,,
22031,Virginia,51,Neurological disorders,98.94,2010,,,,,,,,,,,,,
22165,Washington,53,Neurological disorders,106.47,2010,,,,,,,,,,,,,
22205,West Virginia,54,Neurological disorders,98.45,2010,,,,,,,,,,,,,
22261,Wisconsin,55,Neurological disorders,108.49,2010,,,,,,,,,,,,,
22334,Wyoming,56,Neurological disorders,89.11,2010,,,,,,,,,,,,,
25553,Alabama,1,Mental and substance use disorders,12.34,2010,,,,,,,,,,,,,
25621,Alaska,2,Mental and substance use disorders,20.92,2010,,,,,,,,,,,,,
25651,Arizona,4,Mental and substance use disorders,17.72,2010,,,,,,,,,,,,,
25667,Arkansas,5,Mental and substance use disorders,10.15,2010,,,,,,,,,,,,,
25743,California,6,Mental and substance use disorders,11.72,2010,,,,,,,,,,,,,
25802,Colorado,8,Mental and substance use disorders,14.82,2010,,,,,,,,,,,,,
25867,Connecticut,9,Mental and substance use disorders,11.25,2010,,,,,,,,,,,,,
25876,Delaware,10,Mental and substance use disorders,15.56,2010,,,,,,,,,,,,,
25880,District of Columbia,11,Mental and substance use disorders,21.25,2010,,,,,,,,,,,,,
25882,Florida,12,Mental and substance use disorders,15.39,2010,,,,,,,,,,,,,
25950,Georgia,13,Mental and substance use disorders,12.44,2010,,,,,,,,,,,,,
26110,Hawaii,15,Mental and substance use disorders,9.61,2010,,,,,,,,,,,,,
26116,Idaho,16,Mental and substance use disorders,10.55,2010,,,,,,,,,,,,,
26161,Illinois,17,Mental and substance use disorders,10.77,2010,,,,,,,,,,,,,
26264,Indiana,18,Mental and substance use disorders,12.5,2010,,,,,,,,,,,,,
26357,Iowa,19,Mental and substance use disorders,8,2010,,,,,,,,,,,,,
26457,Kansas,20,Mental and substance use disorders,10.46,2010,,,,,,,,,,,,,
26563,Kentucky,21,Mental and substance use disorders,18.99,2010,,,,,,,,,,,,,
26684,Louisiana,22,Mental and substance use disorders,13.28,2010,,,,,,,,,,,,,
26749,Maine,23,Mental and substance use disorders,12.32,2010,,,,,,,,,,,,,
26766,Maryland,24,Mental and substance use disorders,6.31,2010,,,,,,,,,,,,,
26791,Massachusetts,25,Mental and substance use disorders,13.59,2010,,,,,,,,,,,,,
26806,Michigan,26,Mental and substance use disorders,14.77,2010,,,,,,,,,,,,,
26890,Minnesota,27,Mental and substance use disorders,9.33,2010,,,,,,,,,,,,,
26978,Mississippi,28,Mental and substance use disorders,11.69,2010,,,,,,,,,,,,,
27061,Missouri,29,Mental and substance use disorders,14.42,2010,,,,,,,,,,,,,
27177,Montana,30,Mental and substance use disorders,12.75,2010,,,,,,,,,,,,,
27234,Nebraska,31,Mental and substance use disorders,7.12,2010,,,,,,,,,,,,,
27328,Nevada,32,Mental and substance use disorders,20.49,2010,,,,,,,,,,,,,
27346,New Hampshire,33,Mental and substance use disorders,12.79,2010,,,,,,,,,,,,,
27357,New Jersey,34,Mental and substance use disorders,11.52,2010,,,,,,,,,,,,,
27379,New Mexico,35,Mental and substance use disorders,26.18,2010,,,,,,,,,,,,,
27413,New York,36,Mental and substance use disorders,10.06,2010,,,,,,,,,,,,,
27476,North Carolina,37,Mental and substance use disorders,12.2,2010,,,,,,,,,,,,,
27577,North Dakota,38,Mental and substance use disorders,7.81,2010,,,,,,,,,,,,,
27631,Ohio,39,Mental and substance use disorders,14.88,2010,,,,,,,,,,,,,
27720,Oklahoma,40,Mental and substance use disorders,17.77,2010,,,,,,,,,,,,,
27798,Oregon,41,Mental and substance use disorders,14.62,2010,,,,,,,,,,,,,
27835,Pennsylvania,42,Mental and substance use disorders,14.17,2010,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,14.92,2010,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,14.12,2010,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,8.63,2010,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,16.07,2010,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,10.22,2010,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,13.46,2010,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,11.09,2010,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,8.92,2010,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,13.42,2010,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,21.19,2010,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,11.16,2010,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,15.23,2010,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,1.93,2010,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,1.6,2010,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,0.95,2010,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,2.12,2010,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,0.66,2010,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,1.47,2010,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,0.9,2010,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,1.25,2010,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,0.69,2010,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,0.72,2010,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,1.79,2010,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,0.94,2010,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,1.41,2010,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.2,2010,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,1.53,2010,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.02,2010,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,1.68,2010,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,1.6,2010,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,2.21,2010,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,1.26,2010,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,0.81,2010,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,0.81,2010,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,1.59,2010,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,0.91,2010,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,1.65,2010,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,1.5,2010,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,1.46,2010,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.28,2010,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,1.06,2010,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,1.15,2010,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1,2010,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,1.26,2010,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.59,2010,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,1.66,2010,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.19,2010,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,1.55,2010,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,1.64,2010,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.09,2010,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,0.98,2010,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,0.71,2010,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,1.96,2010,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.08,2010,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,1.83,2010,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,1.9,2010,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,1.84,2010,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,1.46,2010,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,1.43,2010,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.01,2010,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,1.47,2010,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.15,2010,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,1.64,2010,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,26.09,2010,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,29.85,2010,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,26.32,2010,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,26.22,2010,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,16.73,2010,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,22.59,2010,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,14.24,2010,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,19.69,2010,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,30.86,2010,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,21.97,2010,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,20.79,2010,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,17.52,2010,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,21.86,2010,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,16.9,2010,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,20.85,2010,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,14.97,2010,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,19.78,2010,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,21.54,2010,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,27.02,2010,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,16.59,2010,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,24.48,2010,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,13.87,2010,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,20.49,2010,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,14.73,2010,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,26.18,2010,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,22.78,2010,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,26.87,2010,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,16.28,2010,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,29.78,2010,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,15.76,2010,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,13.16,2010,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,28.82,2010,,,,,,,,,,,,,
